�û�ID,�û��ͻ�,����,��ծ��,������,��������
127372,0,60,0,2500,1
128275,0,60,0.853658537,2500,1
140577,0,60,1.032786885,2500,0
142904,0,60,0,2500,0
148915,0,60,1.1247501,2500,1
125853,0,60,0.227549777,2460,1
2802,0,60,0.152182783,2450,0
66317,0,60,0.247536946,2435,1
45840,1,60,0.698884758,2420,0
4561,0,60,1.742561983,2419,0
56865,0,60,0.017047817,2404,0
7124,0,60,0.602665556,2400,0
35683,0,60,0.33694294,2400,0
134832,0,60,0.916284881,2400,0
147429,0,60,0.259058726,2400,0
148914,0,60,0.604331529,2400,3
123479,0,60,1.275761368,2396,0
36507,0,60,0.828798661,2388,0
128683,0,60,0.398148148,2375,0
42820,0,60,0.00591466,2366,1
129989,0,60,0,2347,0
50501,0,60,0.075181546,2340,0
132947,0,60,1.049700086,2333,0
36914,0,60,0.011158798,2329,0
34582,0,60,0.987396784,2300,0
42567,0,60,0.507605389,2300,0
124448,0,60,0.651455889,2300,0
76662,0,60,0.381348511,2283,1
76420,0,60,0.431989366,2256,0
13354,1,60,0.275265957,2255,0
16794,0,60,0.484229231,2250,0
88352,0,60,0.005775211,2250,0
62699,0,60,0.06367713,2229,0
94799,1,60,0.427929951,2226,0
10976,0,60,1.03018018,2219,0
2602,0,60,0.643568841,2207,0
29423,0,60,1.358310627,2201,0
43217,0,60,0.826442526,2200,0
93596,0,60,0.221717401,2200,1
114362,0,60,1.131094756,2173,0
81466,0,60,0.387661142,2171,1
46669,0,60,2.031365314,2167,0
30752,0,60,0.431892143,2150,0
19645,1,60,0.595625872,2148,0
88998,0,60,0.349324639,2146,0
12114,0,60,0.051740357,2125,0
82192,0,60,0.653755314,2116,0
10258,0,60,0.634423898,2108,0
41468,0,60,0.267967634,2100,1
95304,0,60,0.741551642,2100,0
106650,0,60,0.554497858,2100,1
21943,0,60,0.484165067,2083,1
93424,0,60,0.010556622,2083,0
53145,0,60,0.514175877,2080,0
110098,0,60,0.201442308,2079,0
11299,0,60,0.229885057,2000,0
20537,0,60,0.372313843,2000,0
24285,0,60,0.065967016,2000,0
28396,0,60,1.987006497,2000,0
48926,0,60,0.452773613,2000,0
52294,0,60,0.532733633,2000,0
59994,0,60,0.029985007,2000,0
63736,1,60,0.974512744,2000,0
65451,0,60,0.345327336,2000,0
66287,0,60,0.487756122,2000,0
67376,0,60,0.431784108,2000,2
76366,0,60,0.818590705,2000,0
84511,0,60,0.032983508,2000,1
90663,0,60,0.726636682,2000,0
117542,0,60,0.932533733,2000,0
139248,0,60,0.107446277,2000,0
145420,0,60,0.249875062,2000,0
147843,0,60,0.368315842,2000,0
148463,0,60,0,2000,0
116396,0,60,0.781772152,1974,0
12728,0,60,0.457635718,1970,1
47850,0,60,1.753948039,1962,0
34274,0,60,0.158892875,1950,0
46165,1,60,0.064069708,1950,0
37063,0,60,0.017453799,1947,0
70639,0,60,0,1920,0
81949,0,60,0.678292556,1920,1
35753,0,60,0.358372457,1916,0
48748,0,60,0.655970542,1900,1
78799,0,60,0.685428722,1900,0
129350,0,60,0.091004734,1900,0
19938,0,60,1.235357335,1860,0
56078,1,60,2.385784048,1842,0
123638,0,60,0.585980285,1825,0
30299,1,60,0.582508251,1817,0
30539,0,60,1.426985008,1800,0
90471,0,60,0.034425319,1800,0
113888,0,60,1.935036091,1800,0
117315,0,60,0.031649084,1800,1
124704,0,60,1.229872293,1800,0
50718,0,60,0.734437464,1750,0
109664,0,60,0.490005711,1750,0
99631,1,60,0.258289703,1718,1
121085,0,60,0.156759907,1715,0
139483,0,60,1.261583578,1704,0
90272,1,60,0.002939447,1700,0
96004,0,60,0.043503821,1700,0
140742,0,60,0.194591417,1700,0
121848,0,60,0.436063642,1696,1
126713,0,60,0.626107501,1692,0
50078,0,60,1.524580336,1667,0
8962,0,60,0.35412844,1634,1
62578,0,60,0.874612042,1610,0
100298,0,60,1.490671642,1607,1
18261,0,60,0.452217364,1600,0
57728,0,60,0.01561524,1600,0
60790,0,60,0.001249219,1600,0
66991,0,60,0.451592755,1600,0
23327,0,60,0.359698682,1592,0
27225,0,60,0.244949495,1583,0
6781,0,60,0.504190845,1550,0
103915,0,60,0.271373057,1543,0
33957,0,60,0.181758958,1534,0
31078,0,60,0.733641771,1512,3
8240,0,60,0.590939374,1500,0
26895,0,60,0.8254497,1500,0
30346,0,60,0.079946702,1500,0
33793,0,60,0.033311126,1500,0
87663,0,60,0.450366422,1500,0
127758,0,60,0.765489674,1500,0
136707,0,60,0.000666223,1500,0
104316,0,60,2.482897384,1490,0
40848,0,60,0.489390828,1460,0
98652,0,60,1.848334515,1410,0
144587,1,60,0,1375,0
71333,0,60,0.084381939,1350,0
68453,0,60,0.715350224,1341,0
107188,0,60,0.763909774,1329,1
73705,0,60,0.907083016,1312,0
15047,0,60,0.399385561,1301,0
17259,0,60,0.206764028,1300,0
36306,0,60,0.165257494,1300,0
74112,0,60,0.40584166,1300,0
118445,0,60,0.00076864,1300,0
505,0,60,0.023181455,1250,1
34296,1,60,0.518784972,1250,0
111559,0,60,3.737010392,1250,1
3152,0,60,0.528726062,1200,0
13975,1,60,2.646128226,1200,2
38437,1,60,1.50041632,1200,0
39770,0,60,1.184845962,1200,0
41334,0,60,0.07743547,1200,0
83605,0,60,0.000832639,1200,0
107397,1,60,1.043297252,1200,0
66645,0,60,0.642979452,1167,0
39979,0,60,3.850948509,1106,0
2139,0,60,0.48955495,1100,0
34832,0,60,1.101725704,1100,1
116441,0,60,0,1100,0
123742,0,60,1.089009991,1100,0
133450,0,60,0.27520436,1100,0
55370,0,60,0.242948135,1098,0
115976,0,60,3.22037037,1079,0
49253,0,60,1.361986628,1046,1
47267,0,60,1.471153846,1039,1
104300,0,60,0.049603175,1007,0
19877,1,60,0.297702298,1000,0
26614,0,60,1.175824176,1000,0
45273,0,60,0.638361638,1000,1
51219,0,60,0.741258741,1000,0
92210,0,60,3.245754246,1000,2
97414,0,60,1.126873127,1000,0
114544,0,60,0.674325674,1000,0
100204,0,60,0.993,999,1
137539,0,60,1.996858639,954,0
70847,1,60,0,931,0
13426,0,60,6.128745838,900,0
96165,0,60,5.123147092,876,1
132622,0,60,0.06812933,865,0
81464,0,60,0.075539568,833,0
75514,0,60,1.262482168,700,0
15968,0,60,0.193011647,600,0
119280,0,60,2.886855241,600,0
70059,0,60,0.032312925,587,0
125476,0,60,6.961887477,550,0
145776,0,60,6.053892216,500,0
19354,0,60,5.492957746,425,0
55837,0,60,2.009569378,417,0
65568,0,60,98.80487805,40,0
14810,0,60,206.7272727,10,0
5957,0,60,2597,1,4
7273,0,60,1684,1,0
26125,0,60,1765.5,1,0
35398,1,60,5857,1,0
38395,0,60,1696.5,1,0
51908,0,60,446.5,1,1
59472,0,60,214,1,0
62645,0,60,74.5,1,0
68232,0,60,72.5,1,0
75223,0,60,1018.5,1,1
81693,0,60,12.5,1,2
94307,0,60,1397.5,1,0
112149,0,60,433.5,1,0
118327,0,60,721.5,1,0
7739,0,60,2189,0,1
12317,0,60,1960,0,2
15566,0,60,490,0,1
15935,0,60,577,0,0
27032,0,60,1471,0,3
28999,0,60,2339,0,0
30209,0,60,1933,0,0
37723,0,60,2961,0,0
56602,0,60,84,0,0
63464,0,60,1828,0,0
73097,0,60,2521,0,0
97664,0,60,1411,0,1
116061,0,60,1700,0,2
120195,0,60,1886,0,0
131566,0,60,255,0,0
138283,0,60,1299,0,0
140683,1,60,1616,0,0
142589,0,60,1303,0,0
148183,0,60,42,0,1
208,0,60,1253,,1
899,0,60,81,,0
1183,0,60,263,,0
1398,0,60,3955,,0
1612,0,60,1812,,0
1687,0,60,114,,0
1854,0,60,2300,,0
1995,0,60,2,,0
2052,0,60,4908,,0
2168,0,60,1239,,0
2213,0,60,2363,,0
2297,0,60,3118,,0
2303,0,60,2519,,0
2431,0,60,2265,,0
2890,0,60,1198,,2
3184,0,60,626,,
3243,0,60,1193,,
3742,0,60,3868,,0
3837,0,60,1935,,1
4001,0,60,3414,,0
4020,0,60,737,,
4527,0,60,2490,,1
4557,0,60,718,,0
4779,0,60,1512,,0
5149,0,60,1129,,0
5274,0,60,3800,,0
5430,0,60,210,,0
6050,0,60,373,,0
6672,0,60,679,,0
7177,0,60,2095,,0
7292,0,60,1697,,0
7478,0,60,52,,0
7637,0,60,540,,2
7954,0,60,0,,0
7962,0,60,4886,,0
8908,0,60,1552,,0
9202,0,60,3775,,0
9463,0,60,63,,
9599,0,60,1001,,1
10015,0,60,2988,,0
10628,0,60,437,,0
10710,0,60,1738,,0
10886,0,60,4845,,0
10916,0,60,3409,,1
10918,0,60,6285,,0
10934,0,60,696,,1
10942,0,60,30,,0
11015,0,60,392,,0
11091,0,60,1727,,0
11131,0,60,971,,0
11235,0,60,5979,,0
11253,0,60,2366,,0
11458,1,60,521,,
11491,0,60,2476,,0
11725,0,60,2342,,0
11874,0,60,4269,,0
12034,0,60,3320,,0
12101,0,60,1406,,0
12227,0,60,1674,,0
12677,0,60,1604,,0
13298,0,60,2507,,0
13394,0,60,1353,,0
13562,0,60,2674,,0
14304,0,60,8511,,0
14327,0,60,2822,,0
14555,0,60,209,,0
14593,0,60,42,,0
14898,0,60,718,,0
14945,0,60,0,,0
15048,0,60,1949,,0
15140,0,60,2101,,0
15215,0,60,602,,
15303,0,60,111,,0
15445,0,60,2691,,0
15556,0,60,1969,,
15756,0,60,424,,0
15760,0,60,108,,0
16190,0,60,652,,0
16264,0,60,3450,,0
16308,0,60,2475,,0
16406,0,60,2169,,0
16469,0,60,1264,,0
16503,0,60,1509,,0
17155,0,60,3724,,0
17254,0,60,4070,,1
17276,0,60,3015,,0
17500,0,60,3725,,
18009,0,60,3557,,0
18051,0,60,42,,0
18266,0,60,58,,2
18314,0,60,3107,,
18354,0,60,816,,0
18361,0,60,2762,,0
18508,0,60,1297,,0
19500,0,60,2394,,0
19512,0,60,5052,,0
19627,0,60,2048,,0
19675,0,60,1981,,0
20022,0,60,486,,0
20054,0,60,4660,,0
20240,0,60,99,,0
20242,0,60,1265,,0
20464,0,60,2002,,0
20672,0,60,791,,0
21165,0,60,13,,
21184,0,60,1889,,0
21447,0,60,0,,0
21449,0,60,1047,,0
21483,0,60,25,,0
21949,0,60,4954,,0
21973,0,60,1932,,0
21976,0,60,311,,0
22204,0,60,2836,,3
22867,0,60,67,,0
23233,0,60,0,,1
23450,0,60,3055,,0
23935,0,60,1,,0
23974,0,60,16,,0
24330,0,60,56,,0
24640,0,60,2834,,0
24730,0,60,5,,0
25411,0,60,99,,0
25501,0,60,1182,,0
25702,0,60,0,,0
25729,0,60,2102,,0
25922,0,60,1609,,0
25975,0,60,0,,
26017,0,60,3586,,0
26314,1,60,401,,
26400,0,60,2022,,2
26556,0,60,20,,0
26862,0,60,2632,,0
27301,0,60,87,,0
27906,0,60,1284,,0
27983,0,60,3111,,0
28068,0,60,1298,,0
28216,0,60,3683,,
28776,0,60,1821,,
29019,0,60,0,,
29376,0,60,3329,,0
29482,0,60,973,,0
30120,0,60,3661,,0
30154,0,60,102,,0
30204,0,60,1732,,0
30277,0,60,2924,,
30411,0,60,3147,,
30431,0,60,3,,0
30545,1,60,2711,,0
30567,0,60,1137,,0
30863,0,60,2046,,0
30949,0,60,1401,,0
30997,0,60,7509,,1
31102,0,60,0,,
31171,0,60,5920,,
31480,0,60,1839,,0
31847,0,60,2092,,
31848,0,60,1528,,0
31921,0,60,1376,,
32110,0,60,2120,,0
32245,0,60,4503,,
32527,0,60,2835,,
32856,0,60,3532,,2
32879,0,60,1247,,
33293,0,60,5482,,1
33358,0,60,1970,,0
33613,0,60,2791,,0
33924,0,60,9,,0
34011,0,60,2622,,0
34125,0,60,206,,0
34145,0,60,42,,
34774,0,60,4,,0
34833,0,60,1421,,0
35171,0,60,3124,,0
35184,1,60,1885,,
35255,1,60,3343,,0
35337,0,60,4880,,0
35453,0,60,2691,,3
36297,0,60,9,,
36470,0,60,1450,,0
36513,0,60,3666,,1
36579,0,60,5336,,0
36642,0,60,1509,,0
36650,0,60,24,,0
37267,0,60,488,,0
37853,0,60,118,,0
37947,0,60,1198,,0
38093,0,60,2304,,0
38331,0,60,3518,,1
38405,0,60,1068,,0
39143,0,60,528,,0
39196,0,60,1583,,0
39285,0,60,3322,,0
39931,0,60,8809,,0
40044,0,60,2656,,0
40334,0,60,3930,,
40351,0,60,537,,0
40789,0,60,2850,,0
40790,0,60,1133,,0
40893,0,60,5813,,1
41058,1,60,272,,2
41521,0,60,43,,0
41714,0,60,209,,0
41830,0,60,655,,0
42043,0,60,318,,0
42096,0,60,2058,,0
42099,0,60,28,,0
42518,0,60,659,,0
42740,0,60,3713,,0
43190,0,60,870,,0
43294,0,60,2520,,1
43315,0,60,1798,,0
43466,0,60,0,,0
43842,0,60,45,,0
43858,0,60,4411,,0
44386,0,60,845,,0
44668,0,60,2555,,0
44789,0,60,1539,,1
44815,0,60,0,,0
44828,0,60,946,,0
45252,0,60,7,,0
45377,0,60,6485,,0
45657,0,60,2803,,0
45693,0,60,28,,0
45891,0,60,5491,,0
46006,1,60,483,,0
46181,0,60,1080,,0
46494,0,60,0,,0
46652,0,60,1042,,0
46774,0,60,3416,,0
47666,0,60,23,,0
47845,0,60,1303,,0
48385,0,60,2836,,0
48501,0,60,3472,,0
48569,1,60,443,,
48710,0,60,1383,,0
49012,0,60,3976,,2
49215,0,60,0,,0
49602,0,60,7,,0
49641,0,60,123,,0
49800,0,60,4541,,1
50017,0,60,70,,0
50095,0,60,439,,0
50137,0,60,8143,,0
50839,0,60,2916,,0
50882,0,60,1014,,0
51110,0,60,3915,,0
51183,0,60,1207,,0
51512,0,60,5714,,0
51667,0,60,199,,0
51690,0,60,0,,0
51821,0,60,203,,2
51827,0,60,10157,,0
51969,0,60,2109,,2
52315,0,60,213,,0
52759,0,60,997,,1
52943,0,60,2230,,0
52978,0,60,2048,,3
53198,0,60,1693,,0
53233,0,60,1981,,0
53354,0,60,2037,,0
53504,0,60,35,,
53562,0,60,2825,,0
53934,0,60,89,,0
54162,0,60,746,,0
54194,0,60,3354,,0
54243,0,60,11,,
54388,0,60,2129,,0
54532,0,60,1168,,1
54754,0,60,125,,0
55044,0,60,1485,,
55267,0,60,1423,,1
55490,0,60,1652,,0
55643,0,60,0,,0
55798,0,60,1192,,0
55863,0,60,27,,0
55886,0,60,3665,,1
55947,0,60,1715,,0
56006,0,60,5368,,0
56394,0,60,605,,
56514,0,60,523,,0
56620,0,60,18814,,0
56659,0,60,1090,,0
56817,0,60,21727,,0
57376,0,60,2102,,0
58054,1,60,1978,,0
58155,0,60,2438,,0
58272,1,60,1630,,0
58323,0,60,636,,0
58739,0,60,3492,,4
59171,0,60,4137,,0
59270,0,60,1424,,0
59462,0,60,3192,,
59734,0,60,980,,0
60173,0,60,58,,0
60283,0,60,573,,1
60391,0,60,776,,1
60805,0,60,2851,,0
61639,0,60,1822,,0
61681,0,60,5508,,4
61848,0,60,1665,,0
61982,0,60,2385,,
62419,0,60,1429,,0
62963,0,60,2888,,
63010,0,60,9,,0
63023,0,60,2959,,0
63243,0,60,817,,0
63320,0,60,24,,
63402,0,60,12,,0
63542,0,60,3084,,0
63629,0,60,1395,,
63866,1,60,687,,0
64073,0,60,10,,0
64255,0,60,949,,0
64257,0,60,359,,0
64382,0,60,2762,,0
64475,0,60,3833,,1
64583,0,60,7327,,0
64896,0,60,216,,0
65004,0,60,29,,0
65032,0,60,0,,0
65090,0,60,942,,0
65143,0,60,2252,,0
65225,0,60,1753,,1
65320,0,60,1607,,0
65360,0,60,3,,0
65692,0,60,121,,0
65747,0,60,72,,0
65770,0,60,3299,,0
66147,0,60,43,,0
66373,1,60,2717,,0
66611,1,60,2128,,0
66787,0,60,1544,,0
66949,0,60,90,,0
67084,0,60,2956,,0
67164,0,60,8,,0
67189,0,60,1779,,0
67221,1,60,6827,,0
67231,0,60,1865,,0
67620,0,60,3283,,0
67787,0,60,1994,,
67963,0,60,41,,0
68056,0,60,522,,0
68598,0,60,1207,,0
68898,0,60,1908,,0
69231,0,60,1044,,0
69385,0,60,2783,,0
69760,0,60,2149,,0
69808,0,60,166,,0
70264,0,60,57,,
71078,0,60,2268,,0
71546,0,60,3199,,0
71610,0,60,408,,0
71869,0,60,3068,,0
72426,0,60,9,,0
72449,0,60,94,,0
72515,0,60,2141,,0
72545,0,60,61,,0
72555,1,60,3466,,0
72589,0,60,3031,,0
72639,0,60,5945,,0
72640,0,60,946,,0
72952,0,60,2031,,0
73083,0,60,428,,0
73324,0,60,0,,0
73341,0,60,2100,,0
73700,0,60,2548,,0
73842,0,60,2456,,0
74030,0,60,16,,0
74587,0,60,0,,0
74611,0,60,2239,,0
74639,0,60,1271,,0
75009,0,60,6417,,0
75198,0,60,1107,,0
75512,0,60,2767,,3
75616,0,60,3457,,1
75945,0,60,3530,,2
76113,0,60,335,,0
76250,0,60,2303,,0
76352,0,60,216,,
76360,0,60,0,,
76901,0,60,3029,,2
77089,0,60,1251,,0
77093,0,60,9185,,1
77210,0,60,214,,0
77555,0,60,50,,0
77729,0,60,2684,,2
77767,0,60,2404,,0
78077,0,60,3486,,0
78164,0,60,904,,
78173,0,60,1365,,3
78671,0,60,2480,,0
78780,0,60,870,,0
78791,0,60,1215,,2
79068,0,60,3263,,0
79422,0,60,1099,,2
79723,0,60,654,,0
79753,0,60,655,,0
79900,1,60,586,,0
79980,0,60,567,,0
80607,0,60,1522,,0
80828,0,60,2182,,1
81058,0,60,1071,,0
81190,0,60,332,,3
81319,0,60,844,,1
81892,0,60,3394,,0
81960,0,60,1354,,0
82056,0,60,54,,0
82605,0,60,2851,,1
82813,0,60,1091,,0
82914,0,60,1731,,0
83027,0,60,924,,0
83283,0,60,4723,,
83463,0,60,2288,,0
83495,0,60,997,,0
83624,0,60,2814,,1
83671,0,60,482,,0
83983,0,60,4404,,0
83998,0,60,3867,,3
84164,0,60,823,,
84229,1,60,3653,,0
84342,0,60,1808,,0
84402,0,60,278,,0
84584,0,60,2431,,0
84614,0,60,43,,0
84922,0,60,8173,,1
85007,0,60,0,,
85177,0,60,0,,0
85480,0,60,838,,0
85615,0,60,1553,,0
85909,0,60,793,,0
86100,0,60,12051,,0
86223,0,60,397,,0
86228,0,60,40,,0
86365,0,60,13,,
86445,0,60,1632,,0
86637,0,60,0,,
86774,0,60,2696,,0
87289,0,60,1963,,0
87431,0,60,3340,,
87874,0,60,75,,0
88056,0,60,1956,,0
88257,0,60,2456,,0
88314,0,60,5647,,2
88403,0,60,1372,,1
88418,0,60,4463,,0
88474,1,60,195,,0
88503,0,60,2082,,0
88706,0,60,1139,,0
88758,0,60,1571,,0
88773,0,60,184,,1
88913,0,60,2022,,0
89079,0,60,5186,,0
89834,0,60,797,,0
89947,0,60,2728,,0
90620,0,60,1873,,0
90828,0,60,1406,,0
91024,0,60,710,,0
91196,0,60,1480,,0
91361,0,60,0,,0
92046,0,60,3252,,0
92627,0,60,138,,0
93078,0,60,1940,,
93271,0,60,95,,
93289,0,60,55,,0
93358,0,60,1503,,0
93378,0,60,111,,0
94356,0,60,3724,,0
94703,0,60,8407,,0
95155,0,60,0,,0
95513,0,60,31,,0
95599,0,60,554,,3
95654,0,60,791,,0
95916,0,60,1754,,2
96212,0,60,915,,0
96576,0,60,688,,0
96973,0,60,573,,1
97214,0,60,5342,,1
97241,0,60,796,,0
97304,0,60,1310,,0
97332,0,60,134,,0
97512,0,60,5665,,0
97554,0,60,1125,,0
97828,1,60,0,,0
97891,0,60,2474,,0
98045,0,60,1515,,
98519,0,60,3265,,0
98524,0,60,1664,,0
98599,0,60,73,,0
98895,0,60,1391,,0
99041,0,60,1334,,0
99212,0,60,2224,,3
99863,0,60,1197,,0
100402,0,60,2101,,0
100666,0,60,4948,,3
101374,0,60,824,,0
101528,0,60,1983,,
101531,0,60,392,,0
101925,0,60,2241,,0
102312,0,60,440,,0
102832,0,60,2577,,0
103030,0,60,457,,0
103560,0,60,3132,,0
103584,0,60,34,,0
103715,0,60,472,,0
103818,0,60,467,,0
105130,1,60,1292,,
105443,0,60,441,,0
106120,0,60,933,,0
106476,0,60,1060,,0
106688,0,60,187,,0
106709,0,60,761,,0
106766,0,60,3838,,
106994,0,60,1019,,3
107192,0,60,5828,,0
107284,0,60,2146,,0
107643,0,60,1292,,0
108013,0,60,2691,,0
108329,0,60,4181,,0
108517,0,60,558,,0
108571,0,60,2682,,
108575,0,60,1,,
108645,0,60,92,,
108765,0,60,59,,
108828,0,60,12,,
108836,0,60,2349,,0
109057,0,60,1751,,0
109067,0,60,181,,0
109170,0,60,1798,,0
109178,0,60,71,,0
109272,0,60,2013,,0
109583,0,60,3140,,0
109991,0,60,1619,,0
110044,0,60,2399,,0
110058,0,60,1427,,1
110208,0,60,0,,0
110693,0,60,1226,,0
110876,0,60,1112,,0
111048,0,60,2087,,1
111287,0,60,2,,2
111330,0,60,768,,0
111382,0,60,111,,0
111407,0,60,25,,0
111460,0,60,5750,,2
111497,0,60,795,,0
111511,0,60,6160,,2
111588,0,60,4652,,1
111637,0,60,1497,,0
112292,0,60,10,,0
112316,0,60,4535,,0
112699,0,60,1153,,0
112889,0,60,2266,,2
112902,0,60,3213,,1
113223,0,60,41,,0
113397,0,60,505,,0
113631,0,60,338,,
113860,0,60,5161,,0
113879,0,60,4671,,1
114036,0,60,1769,,0
114216,0,60,2621,,0
114222,0,60,10888,,2
114243,0,60,0,,0
114374,1,60,1707,,0
114419,0,60,17,,0
114456,0,60,1567,,
114650,0,60,3516,,0
114889,0,60,1728,,0
114899,0,60,209,,0
114940,0,60,2504,,
115075,0,60,3951,,3
115499,0,60,1423,,0
115524,0,60,800,,0
115668,0,60,1687,,
115942,0,60,415,,0
115970,0,60,0,,0
116142,0,60,2160,,0
116269,0,60,2416,,0
116344,0,60,3527,,0
116519,0,60,1828,,0
116764,0,60,2573,,2
117013,0,60,6067,,0
117161,0,60,2201,,0
117535,0,60,1261,,
117561,0,60,2249,,1
117641,0,60,2008,,0
117740,0,60,1131,,0
117866,0,60,1304,,0
118314,0,60,0,,0
118352,0,60,0,,0
118449,0,60,3126,,
118531,0,60,3201,,0
118575,0,60,3631,,2
118586,0,60,1245,,2
118790,0,60,1956,,0
118793,0,60,2338,,0
118832,1,60,1422,,0
119125,0,60,94,,0
119130,0,60,1774,,
119294,0,60,4610,,0
119341,0,60,1635,,0
119463,0,60,72,,
119465,0,60,1137,,0
119550,0,60,114,,0
120336,0,60,2692,,0
120503,0,60,1500,,0
120887,1,60,2421,,3
120901,0,60,1666,,0
120911,0,60,547,,
121078,0,60,2686,,0
121717,0,60,1340,,0
121968,0,60,2950,,0
122172,0,60,96,,0
122200,0,60,7232,,0
122407,0,60,18,,0
122836,0,60,909,,3
122844,0,60,1252,,0
122977,0,60,1053,,0
123175,0,60,1428,,0
123355,0,60,10,,0
123622,0,60,3636,,0
123658,0,60,5384,,0
123984,0,60,2278,,4
124223,0,60,1213,,
124476,0,60,1582,,1
124994,0,60,2363,,0
125003,0,60,168,,0
125149,0,60,2828,,0
125207,0,60,23,,0
125393,0,60,1112,,0
125437,0,60,931,,0
125652,0,60,624,,0
126243,0,60,764,,0
126282,0,60,472,,0
126684,0,60,2245,,0
126721,0,60,2534,,0
126787,1,60,1973,,0
126928,0,60,59,,0
127581,0,60,5052,,0
127646,0,60,977,,
127846,0,60,71,,0
128151,0,60,3986,,0
128196,0,60,133,,0
128251,0,60,4571,,0
128386,0,60,4584,,1
128465,0,60,5049,,0
128668,0,60,1407,,0
128716,0,60,70,,0
128836,0,60,1469,,0
129069,0,60,2094,,1
129143,0,60,1303,,0
129556,0,60,1843,,0
130120,0,60,3061,,0
130221,0,60,1959,,
130376,0,60,2425,,0
130955,0,60,1275,,0
130957,0,60,2359,,0
131297,0,60,1569,,
131770,0,60,1773,,0
131995,0,60,1600,,0
132288,0,60,2270,,0
132889,0,60,692,,0
132905,0,60,4886,,0
132955,0,60,5852,,0
132979,0,60,3119,,
133094,0,60,1551,,0
133261,0,60,1225,,0
134125,0,60,2767,,0
134332,0,60,21,,0
134517,0,60,1704,,0
134722,0,60,4124,,1
134909,0,60,2,,0
135010,0,60,120,,0
135390,0,60,1613,,0
135484,0,60,1758,,0
135715,0,60,8460,,0
135855,0,60,1069,,0
136141,0,60,1856,,0
136194,0,60,3859,,0
136267,0,60,31,,2
136349,0,60,5315,,0
136548,0,60,973,,
136804,0,60,2272,,0
137091,0,60,4,,0
137143,0,60,5301,,3
137216,0,60,3132,,1
137257,0,60,1463,,0
137263,0,60,2646,,2
137334,0,60,874,,
137363,0,60,337,,0
137410,0,60,4140,,1
137942,0,60,2078,,0
138120,0,60,470,,0
138155,0,60,2194,,
138202,0,60,2828,,0
138270,0,60,3870,,0
138769,0,60,1578,,0
139220,0,60,745,,0
139240,0,60,1721,,0
139519,0,60,427,,
139973,0,60,0,,0
140066,0,60,0,,
140218,0,60,3833,,0
140482,0,60,3644,,0
140659,0,60,9094,,0
140749,0,60,2928,,0
140958,0,60,76,,
141125,0,60,2559,,0
141194,0,60,470,,0
141311,0,60,1731,,0
141508,0,60,1363,,0
141665,0,60,3373,,0
143177,0,60,6725,,0
143368,0,60,1443,,2
143509,0,60,1246,,0
143897,0,60,1565,,3
144171,0,60,4669,,0
144236,0,60,40,,
144342,0,60,36705,,0
144436,0,60,380,,0
144472,0,60,2260,,0
144638,0,60,1105,,0
144797,0,60,1387,,0
144804,0,60,66,,0
144885,0,60,35,,0
144896,0,60,573,,0
145480,0,60,62,,0
145994,0,60,15,,1
146003,0,60,1294,,0
146017,0,60,56,,0
146072,0,60,364,,0
146253,0,60,9151,,0
146364,0,60,982,,0
146371,0,60,831,,
146377,0,60,1157,,0
146394,0,60,2,,0
146558,0,60,3124,,
146644,0,60,110,,0
146689,0,60,2297,,0
146726,0,60,1016,,0
147218,0,60,722,,0
147219,0,60,1326,,0
147294,0,60,3501,,0
147372,0,60,41,,0
147458,0,60,1760,,0
147603,0,60,2834,,0
148394,0,60,2128,,0
148487,0,60,7868,,0
148750,0,60,1842,,0
148880,0,60,2410,,1
148933,0,60,2761,,0
149038,0,60,18,,0
149045,0,60,331,,
149319,0,60,1702,,0
149330,0,60,2564,,0
43345,0,59,0.011941056,287662,1
66964,0,59,0.018784345,71335,0
30019,0,59,0.030630298,65000,0
81176,0,59,0.000548378,62000,0
1538,0,59,0.31697841,61000,1
1379,0,59,0.028554343,60200,1
118740,0,59,0.003068536,58333,0
70855,0,59,0.18290402,54000,1
115355,0,59,0.011877167,52200,1
141468,0,59,0.241797192,50500,1
110857,0,59,0.414101909,45000,3
141025,1,59,0.017641093,42400,3
28749,0,59,0.280892978,40000,0
130060,0,59,0.03785,39999,0
109961,0,59,0.023923445,39500,0
73457,0,59,0.253612981,38333,2
106240,0,59,0.190537413,35000,0
148376,0,59,0.255813953,34700,5
101368,0,59,0.126819004,33740,0
83115,0,59,0.087645195,31250,3
77079,0,59,0.048365054,30000,2
79313,0,59,0.007833072,30000,0
100161,0,59,0.801839939,30000,2
23444,0,59,0.147512155,29000,0
108209,0,59,0.093886771,28331,3
12081,0,59,0.136094465,28200,1
21090,0,59,0.298090574,28175,3
44612,0,59,0.133923788,28000,2
119941,1,59,0.98967894,28000,0
125620,0,59,0.3113293,27600,0
19685,0,59,0.546721375,25833,1
83823,0,59,0.30432763,25833,1
143744,0,59,0.157466904,25833,0
131861,0,59,0.18062281,25400,1
14613,0,59,0.340306388,25000,1
34506,0,59,0.002279909,25000,0
129229,0,59,0.11299548,25000,0
43100,1,59,0.22195646,24666,0
90205,0,59,0.250614558,24000,1
134412,0,59,0.138660889,24000,1
129855,0,59,0.507457043,23802,1
80143,0,59,0.348158776,23000,4
93765,0,59,0.2602417,22920,1
15987,0,59,0.294584806,22916,3
